红1,红2,红3,红4,红5,蓝1,蓝2
1,3,4,5,10,3,10
1,2,5,8,13,3,11
1,5,10,12,13,1,10
5,6,8,10,18,1,7
1,2,10,11,15,2,8
2,3,6,10,15,3,7
1,2,4,5,9,1,4
3,4,7,10,18,1,7
2,3,5,7,10,3,8
2,3,6,10,11,3,3
1,6,7,12,15,7,11
1,3,4,6,8,4,6
3,5,6,13,19,8,10
3,6,7,8,21,2,3
1,3,4,9,15,3,9
1,2,5,10,19,6,10
1,3,4,7,15,8,11
2,4,10,12,13,6,6
1,2,5,6,7,1,11
2,3,6,8,11,7,8
1,4,6,7,11,4,12
1,2,5,16,22,6,10
1,2,3,11,12,3,11
1,10,11,12,13,2,7
1,2,4,6,19,5,12
1,4,5,11,31,1,9
1,3,5,10,17,2,9
2,4,5,6,8,8,8
1,2,3,5,7,9,11
1,3,4,8,18,3,4
1,3,6,8,10,7,12
2,5,6,14,22,3,12
1,2,3,5,21,2,10
1,2,6,10,22,4,12
1,2,6,7,11,4,10
2,4,5,6,7,4,11
1,2,4,5,6,2,6
1,3,6,9,12,4,8
1,3,5,7,23,5,6
2,3,5,10,11,3,4
3,7,8,11,17,7,12
4,5,6,7,9,3,4
1,2,7,9,30,10,11
1,2,7,13,19,3,12
1,7,9,10,35,3,5
2,4,7,11,14,3,6
3,4,8,14,15,4,7
2,8,10,14,22,5,7
3,4,5,6,34,5,6
3,4,5,7,3,7,10
1,2,7,10,16,3,12
3,5,6,7,16,4,11
1,5,7,11,13,1,9
1,2,3,6,8,6,8
3,7,8,9,10,2,11
1,2,4,11,19,3,6
2,4,5,7,14,2,11
1,2,3,7,11,3,9
6,7,8,11,16,5,11
1,2,5,6,18,2,11
1,2,8,10,15,10,11
2,9,10,13,14,5,11
1,3,6,7,17,10,12
5,7,8,9,10,3,12
1,5,6,7,8,3,12
1,3,6,9,21,7,10
1,2,5,6,7,9,11
1,2,5,7,9,5,12
3,5,7,8,9,2,9
1,2,3,5,16,4,10
1,2,4,5,31,2,11
1,3,5,9,13,1,12
2,6,8,17,19,1,10
4,6,9,10,5,1,11
1,4,5,6,9,1,12
1,3,4,5,6,6,10
1,3,4,5,6,2,10
1,2,10,16,20,4,4
1,3,4,7,12,5,12
5,6,9,11,21,1,9
3,6,8,9,15,3,9
1,2,3,6,15,5,11
2,5,7,17,18,7,11
2,3,4,18,2,7,9
2,6,7,11,12,7,10
1,3,6,7,10,3,7
1,3,9,11,21,6,10
2,5,8,11,17,3,10
4,5,8,13,19,3,10
1,2,3,4,8,3,10
1,2,9,14,15,8,9
1,2,4,11,32,1,10
1,4,5,8,17,2,7
2,4,6,9,13,1,10
1,2,3,4,20,7,9
1,2,5,6,19,3,4
1,4,10,14,16,6,6
3,4,7,14,21,2,5
2,3,4,7,13,4,10
5,6,7,14,17,6,9
1,2,5,6,7,2,11
1,3,6,7,12,2,8
1,4,6,8,14,5,9
2,4,5,6,8,4,5
4,5,6,7,15,2,6
1,3,5,13,14,3,4
1,3,4,5,12,5,11
1,4,9,11,21,4,10
1,4,5,8,15,4,9
1,2,6,13,15,6,7
1,5,10,12,14,10,11
1,3,5,6,15,4,6
1,2,5,7,18,4,10
1,5,8,9,12,4,5
1,5,6,7,10,1,10
1,2,3,5,11,7,7
1,4,5,10,26,3,11
2,3,6,10,17,4,4
1,7,9,10,21,3,8
1,2,6,9,10,1,10
4,6,10,12,14,7,7
1,2,7,15,16,8,8
1,6,7,13,19,7,6
1,2,4,5,11,5,8
2,7,11,14,19,4,10
1,5,6,7,8,4,4
1,3,5,8,9,7,7
1,3,6,10,21,7,10
1,3,5,10,15,6,7
1,3,5,11,23,7,7
3,4,5,6,14,3,10
1,2,5,7,13,4,8
1,2,3,5,13,4,9
1,2,8,11,12,4,12
1,2,9,14,16,8,9
2,3,4,6,10,1,8
2,4,5,7,13,9,11
5,7,12,18,29,6,9
1,2,3,5,9,7,10
5,7,8,12,14,7,12
1,2,3,9,12,7,11
2,3,5,8,10,5,7
1,4,9,14,17,2,12
1,6,10,11,15,5,5
1,3,5,10,12,1,8
1,2,6,12,15,4,8
1,3,7,11,12,1,3
1,6,11,18,23,2,6
1,7,8,11,13,2,10
3,4,7,18,23,1,11
2,3,7,8,10,3,3
2,5,7,8,10,9,12
2,5,7,8,12,1,10
1,2,4,6,9,6,7
1,2,3,5,10,8,9
2,3,4,7,12,8,8
1,5,15,18,19,5,8
1,2,7,9,13,6,11
3,4,5,8,9,2,4
1,3,5,6,11,2,12
3,6,7,11,14,2,11
1,2,3,4,6,2,9
1,7,8,13,15,5,8
1,2,10,12,16,5,9
1,2,3,4,5,5,9
3,4,6,7,10,5,10
1,3,4,14,22,5,9
1,2,5,9,29,3,7
2,6,7,8,10,4,6
3,4,5,7,14,9,12
2,4,5,19,22,4,10
2,3,4,5,7,7,10
1,2,3,8,11,1,10
1,2,6,9,11,3,5
1,2,4,5,30,2,11
1,3,4,8,13,4,8
1,3,4,5,11,7,8
3,5,7,8,12,5,9
2,4,7,9,10,1,9
2,3,4,6,23,9,9
2,3,5,6,13,5,5
1,2,6,7,11,7,6
1,2,3,6,12,6,8
2,3,9,13,3,4,6
1,3,4,6,12,1,9
1,3,5,9,24,4,6
1,2,4,6,8,1,10
1,3,6,7,25,9,10
1,5,6,9,10,1,3
1,2,3,4,9,1,12
1,3,5,6,34,4,10
3,4,7,10,16,2,10
3,4,8,13,14,1,10
2,4,9,11,13,1,5
1,2,5,6,20,6,8
3,4,8,9,30,5,6
1,3,6,8,9,3,10
3,4,6,7,12,3,10
1,3,5,11,17,2,9
2,3,7,8,10,1,11
1,2,4,5,6,10,10
2,3,5,6,8,6,10
2,6,7,9,11,1,8
1,2,5,8,12,2,10
2,5,6,9,15,6,8
2,6,7,8,9,3,7
2,3,6,7,20,2,9
1,3,4,6,8,6,9
1,2,4,8,16,2,9
1,2,6,9,10,5,7
2,11,14,17,20,3,12
1,3,4,9,10,5,7
2,3,5,6,8,5,7
5,6,12,15,17,6,6
2,3,4,8,13,8,9
1,2,3,7,19,4,5
1,2,3,5,35,10,11
1,2,4,6,18,3,10
2,3,6,7,9,2,12
1,5,7,10,11,3,11
1,2,3,8,17,3,6
3,4,5,11,19,1,12
1,4,6,10,13,3,4
1,2,6,8,32,8,10
1,2,3,11,14,6,9
7,8,9,10,13,5,6
1,2,4,5,17,6,11
2,3,6,10,14,5,7
1,4,5,7,15,10,11
1,3,5,6,7,10,11
4,6,8,9,17,1,12
2,3,4,10,17,8,10
2,3,5,8,10,9,11
2,3,4,14,16,5,7
1,2,3,7,8,8,12
1,3,5,7,11,1,9
1,3,4,5,6,5,12
1,5,6,15,19,2,12
1,2,8,10,11,4,9
1,2,3,7,15,2,10
2,5,6,7,16,6,10
1,2,8,12,15,2,10
5,6,9,10,13,8,9
1,3,4,6,13,3,11
2,3,8,12,22,7,12
1,2,3,6,13,3,10
1,3,5,6,26,2,9
2,3,7,14,16,9,10
3,4,8,13,14,4,7
1,3,6,8,13,2,2
2,4,6,9,27,2,6
1,6,12,14,16,10,8
1,2,4,6,9,5,10
1,2,4,6,12,6,11
1,2,3,8,15,2,3
2,4,7,11,13,2,8
1,4,8,14,20,4,9
1,5,8,12,21,4,10
1,3,5,7,9,5,10
1,3,5,6,8,5,10
3,4,8,10,17,1,10
1,3,11,15,16,6,10
1,7,8,11,16,6,8
2,3,7,8,10,7,12
1,2,3,6,22,6,11
1,5,8,9,16,5,6
1,2,6,9,17,2,7
1,2,8,9,14,5,9
1,2,3,13,20,7,7
1,3,8,11,14,5,8
1,2,6,9,17,2,8
1,3,8,10,18,4,6
2,6,8,22,26,1,12
2,3,11,20,22,5,7
2,4,9,11,14,4,10
4,5,6,8,21,4,12
1,3,7,8,14,5,5
1,3,4,5,12,8,11
1,2,6,7,8,2,7
1,2,12,16,23,8,12
1,2,5,6,10,5,10
1,2,4,7,16,5,8
1,4,5,11,13,2,4
1,6,10,12,13,1,10
5,6,7,8,9,1,10
2,4,7,8,12,3,9
1,2,5,8,9,4,8
1,2,4,6,16,6,11
1,3,5,8,10,3,6
1,2,5,6,11,5,10
2,4,6,9,15,2,12
2,3,5,10,13,6,11
1,6,7,8,16,2,8
2,5,8,15,16,3,10
3,9,10,11,14,6,7
3,6,7,13,14,5,5
4,5,7,11,12,2,12
4,5,6,7,18,9,9
1,4,5,7,14,2,8
1,2,10,16,19,9,12
2,3,4,5,8,7,11
3,7,8,10,11,1,4
1,3,6,8,14,2,7
1,2,3,4,7,1,7
3,5,9,12,14,4,10
1,2,5,12,14,6,9
1,2,4,5,16,3,6
1,5,7,8,32,9,10
2,5,7,10,20,3,8
2,3,6,8,9,3,10
2,11,13,14,18,1,12
2,3,5,8,24,8,9
1,3,6,11,22,3,10
2,3,7,11,12,1,11
1,3,6,22,23,7,9
1,2,4,6,12,2,4
1,2,3,8,10,8,11
1,3,6,11,13,5,12
1,3,8,12,26,7,7
1,2,5,8,11,5,11
1,3,12,17,18,7,12
4,5,6,10,11,7,11
2,3,5,6,10,6,7
2,3,5,7,24,5,6
3,7,12,13,16,3,11
1,3,5,7,11,7,12
1,2,4,14,24,4,9
1,3,4,5,7,5,7
2,8,9,15,17,4,12
2,3,4,6,9,1,7
1,9,11,14,16,2,10
1,4,5,13,17,3,11
3,4,5,9,12,4,12
1,4,7,8,9,4,5
1,2,6,7,11,5,11
1,2,3,4,17,2,11
1,2,7,8,15,4,11
1,3,5,11,18,4,7
1,2,3,7,9,5,11
2,3,5,7,12,6,10
3,4,12,19,21,3,10
1,2,3,11,15,3,6
2,6,9,10,11,6,9
1,4,5,7,9,4,11
2,3,5,6,11,1,8
2,5,6,7,13,2,10
1,3,4,5,14,5,8
1,3,5,11,18,5,12
5,6,7,12,15,3,6
1,4,5,8,9,2,11
2,3,5,6,7,2,5
1,2,7,12,19,1,9
1,5,8,10,26,5,12
1,2,8,9,11,5,6
2,3,5,10,12,1,10
1,3,6,8,16,4,12
1,2,7,12,13,2,5
1,2,3,7,10,6,8
5,6,7,26,10,9,11
2,3,4,6,7,1,5
4,5,6,9,13,6,9
1,4,5,8,10,4,5
4,5,6,8,30,7,9
2,3,4,7,16,1,8
1,2,3,5,10,8,11
2,3,4,5,7,4,7
3,4,6,10,19,4,9
1,2,3,8,14,7,8
1,2,5,8,28,3,8
1,7,14,18,19,5,9
3,5,6,8,16,1,12
2,3,5,22,29,3,11
2,3,4,5,10,3,7
1,2,3,4,14,5,10
1,2,3,5,6,1,10
2,3,5,9,23,7,12
5,6,11,15,16,6,6
1,2,9,12,21,2,10
1,2,5,6,7,6,9
1,3,6,7,20,8,11
1,3,4,12,13,2,10
2,3,4,7,15,1,6
2,4,7,11,12,7,8
1,2,4,6,7,2,10
1,2,3,8,14,1,9
3,4,5,6,8,6,12
1,4,5,10,29,2,11
1,3,14,16,18,3,10
1,6,7,11,12,1,4
3,5,7,8,9,4,9
4,6,7,10,17,2,7
1,5,10,11,22,4,11
1,3,5,10,16,7,8
1,2,3,4,10,5,10
1,2,5,9,13,1,7
2,4,5,6,16,2,6
3,6,8,9,13,8,9
2,3,6,11,17,4,11
2,3,7,10,11,10,12
2,4,7,13,21,1,8
1,2,5,9,15,3,9
1,3,8,9,19,7,10
1,3,4,5,10,1,10
2,3,5,6,7,1,9
3,7,8,10,22,4,8
3,4,7,10,18,9,9
1,5,10,12,13,7,12
2,3,4,5,17,4,11
2,4,6,7,11,7,10
3,4,6,10,20,9,10
6,7,8,9,11,5,11
2,3,5,7,11,2,12
1,3,9,12,19,3,3
1,3,10,13,14,3,10
1,4,5,9,11,2,9
2,5,6,9,10,3,10
1,2,5,6,7,6,12
1,6,9,13,19,5,9
1,3,4,5,33,5,10
6,8,10,11,20,1,10
2,3,5,14,15,1,12
1,5,7,8,20,7,10
1,4,5,7,9,2,9
3,4,5,6,7,6,11
1,3,5,6,13,4,11
2,8,9,11,12,4,10
1,3,5,6,13,6,10
2,3,8,12,13,8,11
1,2,3,4,13,4,6
3,4,6,9,24,1,8
1,2,5,14,15,5,5
1,2,3,8,19,1,2
1,2,6,13,19,6,9
2,8,9,14,18,4,5
1,6,7,8,9,6,6
4,5,6,11,14,1,12
1,3,5,6,13,1,11
1,5,7,8,12,6,12
3,4,6,8,21,1,12
2,3,4,5,14,3,9
6,10,13,14,15,9,11
1,4,6,10,13,6,9
1,3,5,9,20,1,9
1,2,5,11,26,10,11
2,4,9,11,21,6,11
1,2,7,13,21,2,8
1,3,6,8,13,3,12
1,4,5,6,19,2,12
1,2,5,7,18,4,8
3,5,6,7,33,4,12
2,3,4,8,10,4,4
4,5,8,9,13,2,12
1,2,4,6,23,2,12
1,2,3,4,5,1,4
1,2,3,4,8,1,11
1,2,5,17,23,4,12
1,2,3,10,18,4,10
2,4,6,17,19,2,6
1,3,5,13,21,3,3
1,2,3,6,12,9,10
1,5,6,13,20,3,10
1,2,3,6,12,4,11
3,7,9,14,27,3,12
1,2,3,4,6,1,7
1,2,6,7,13,7,10
1,4,5,6,10,4,8
1,5,7,15,23,4,10
1,5,8,10,22,5,7
1,5,9,10,15,8,11
1,5,7,8,10,8,11
4,6,11,18,20,1,6
1,2,3,4,21,5,7
3,4,5,9,10,1,7
1,5,6,11,13,4,11
2,4,5,7,13,2,3
3,7,8,10,13,3,6
1,2,7,8,24,2,12
1,2,6,9,12,4,5
1,3,6,8,12,2,7
2,6,8,10,17,6,6
1,3,4,10,12,2,6
3,5,7,10,14,7,12
3,6,7,8,9,4,7
1,3,7,10,13,3,8
1,5,6,15,18,5,10
2,4,10,11,20,3,12
2,7,9,12,16,3,8
1,2,5,8,10,7,7
1,5,11,14,6,2,6
1,4,5,6,12,6,11
1,2,5,8,11,4,11
2,4,5,11,14,3,8
2,5,6,7,8,1,10
2,4,5,6,35,1,12
2,3,5,6,7,7,9
1,4,5,9,19,1,8
1,3,5,6,9,5,10
2,3,5,7,10,5,9
2,3,5,9,11,5,8
1,2,4,8,16,2,5
2,5,6,7,2,8,11
1,3,9,11,34,1,9
3,4,5,8,10,3,6
2,4,6,7,8,3,10
1,2,3,4,5,1,6
1,2,4,6,10,2,10
1,4,5,10,11,1,9
1,4,5,8,10,1,9
2,4,9,10,15,4,8
1,3,5,9,22,6,7
2,3,6,9,14,7,12
1,2,7,8,9,2,12
1,5,7,9,10,3,8
3,5,6,19,27,6,12
1,2,3,6,7,2,5
1,3,6,15,19,6,11
1,2,4,5,6,4,10
7,8,13,15,16,1,10
1,2,5,10,12,3,11
2,5,6,7,9,1,8
2,4,10,11,14,7,10
1,3,4,6,10,6,8
6,11,14,17,21,1,7
1,4,8,12,19,3,5
3,5,8,10,16,7,11
2,5,6,9,13,8,8
2,3,4,5,16,4,7
1,2,4,5,7,7,9
4,5,6,10,11,4,8
2,4,5,9,10,5,11
1,5,6,14,16,1,9
3,5,8,10,22,2,12
1,2,6,7,23,2,4
1,2,3,15,19,5,6
2,4,5,7,12,5,11
2,5,7,8,6,4,12
4,6,8,9,16,5,9
2,6,7,8,11,4,10
1,2,3,6,8,6,6
4,5,6,8,15,5,5
2,7,8,12,25,7,8
2,4,5,9,11,6,10
3,4,9,17,29,2,12
1,2,3,5,16,5,6
1,2,5,8,21,1,8
2,3,7,8,9,2,9
1,3,4,8,21,2,8
1,2,4,8,11,5,11
1,3,5,11,23,2,12
3,4,9,11,13,6,7
2,5,9,11,12,1,10
1,2,7,9,22,1,9
1,4,5,13,20,4,12
2,3,4,7,8,4,7
1,4,7,10,15,4,7
1,7,8,13,29,9,12
5,6,11,13,14,1,11
1,3,5,7,20,6,9
2,3,6,9,16,6,9
1,6,8,10,18,5,6
1,4,8,9,20,7,11
2,3,6,7,29,3,9
2,4,5,7,10,5,6
1,3,6,7,14,2,11
1,2,4,6,8,4,9
1,2,7,13,15,8,9
2,3,6,7,8,1,7
2,6,9,11,19,1,6
1,2,3,10,13,5,12
1,3,6,7,15,2,9
4,5,7,13,14,3,12
1,2,3,5,8,1,7
1,3,4,6,7,4,4
1,2,10,16,20,2,12
1,5,6,11,14,9,11
1,3,4,5,9,1,5
1,2,3,11,14,4,10
1,2,4,6,7,1,9
1,2,3,6,16,5,12
1,2,3,5,14,4,9
1,6,10,11,18,4,11
1,2,4,5,6,3,10
2,3,7,15,23,3,7
1,4,7,9,10,6,8
1,3,4,5,14,1,10
3,6,7,14,17,5,12
2,3,5,6,34,4,9
3,5,6,8,10,3,8
4,5,6,9,13,6,12
1,2,3,4,12,2,8
1,3,7,9,13,7,9
1,2,4,10,12,5,7
5,6,8,10,15,2,10
1,4,6,7,14,3,10
1,3,4,9,11,1,7
2,6,7,8,10,2,8
1,2,5,6,8,10,10
3,5,6,7,11,7,11
1,2,4,5,11,1,8
2,3,5,7,12,10,11
1,6,7,10,14,5,12
2,3,6,7,14,8,10
1,4,5,6,19,6,10
5,7,9,11,17,4,11
1,2,3,6,10,6,10
2,5,7,8,14,2,10
1,2,3,10,12,1,12
1,2,3,5,13,5,10
1,2,3,5,16,8,9
1,7,9,10,20,1,9
4,6,8,9,16,2,6
1,6,12,13,15,2,11
2,10,11,13,14,6,6
1,2,4,5,16,3,5
1,4,5,6,8,1,12
1,2,4,5,7,4,6
2,5,6,7,11,3,7
5,7,8,9,10,3,10
1,2,3,5,6,6,11
1,2,5,7,10,10,10
1,3,7,16,20,5,7
2,3,5,7,10,8,10
1,3,7,8,10,3,12
1,5,8,10,13,4,11
4,6,7,9,12,8,10
2,3,4,5,19,4,7
1,2,5,6,17,5,7
1,3,5,6,12,3,12
2,3,4,7,18,7,12
1,5,6,16,20,9,10
1,3,7,9,23,2,8
2,4,6,11,18,2,7
1,2,4,7,8,8,11
3,5,6,8,20,7,11
2,3,5,7,7,3,3
1,3,5,8,9,4,7
1,2,4,7,10,7,12
1,2,3,7,15,2,11
1,3,5,6,11,2,11
1,5,11,13,14,3,12
1,4,6,15,31,2,10
3,6,7,10,12,2,8
1,3,5,10,12,6,11
1,3,4,6,10,2,7
4,6,8,15,18,1,8
1,2,5,9,14,1,9
1,3,6,7,14,8,9
1,3,6,11,17,4,10
1,3,7,9,34,7,10
2,3,4,8,24,2,10
1,2,4,5,14,2,12
2,3,5,7,14,2,11
1,3,5,8,9,2,9
1,2,4,7,23,3,11
3,4,12,13,2,9,12
1,5,7,8,19,1,7
1,4,5,7,16,1,9
2,4,6,7,21,4,9
3,5,7,18,28,5,12
1,2,3,10,12,3,11
2,3,5,7,8,5,8
1,5,6,9,12,6,9
1,3,4,6,14,7,10
3,4,6,8,9,2,5
1,2,3,4,31,8,9
2,3,4,5,7,11,11
1,6,8,10,11,5,6
1,7,8,13,14,2,4
1,2,3,5,17,3,12
3,4,6,7,9,2,7
2,3,5,12,16,6,12
1,3,4,11,22,3,11
1,2,4,7,12,11,12
1,4,11,12,6,8,10
1,4,5,7,9,2,3
1,2,4,5,8,3,7
1,3,4,5,7,7,9
3,5,7,9,10,3,11
4,5,9,14,28,2,6
1,2,6,10,23,2,10
2,3,4,5,10,2,7
1,2,4,9,19,1,11
1,2,3,6,8,2,9
3,6,9,11,17,1,7
1,2,4,6,11,5,10
1,2,5,10,11,2,12
1,3,4,5,10,6,8
1,6,9,11,12,6,7
2,3,8,10,14,5,7
1,2,3,8,18,5,6
1,2,3,5,9,10,12
2,3,4,8,15,6,10
1,2,3,6,17,6,9
1,3,4,8,11,4,12
1,2,11,14,16,5,7
3,4,5,15,16,3,7
2,5,7,8,11,5,5
1,5,6,7,11,2,10
1,2,3,8,32,1,10
1,5,7,8,9,7,12
1,3,4,5,26,3,12
3,4,10,11,19,6,12
1,2,3,7,10,5,7
1,3,5,12,16,6,10
1,6,10,12,22,5,6
1,2,5,7,14,10,10
1,3,9,13,22,6,12
1,3,4,6,17,3,6
2,4,15,16,22,1,12
1,2,13,19,3,6,12
1,5,8,14,21,5,12
1,2,5,12,18,6,12
1,3,7,9,19,2,7
3,4,10,12,13,9,10
2,3,8,12,18,4,10
1,3,5,7,8,3,9
1,4,7,12,19,6,12
1,2,3,5,16,5,8
1,4,7,12,15,3,8
2,5,6,10,17,2,4
1,2,6,10,15,4,9
1,2,4,11,19,4,8
1,2,9,12,18,1,6
3,4,5,7,27,1,11
2,6,7,13,16,7,12
1,2,5,6,7,7,9
2,3,5,7,9,6,6
1,2,6,11,17,6,6
3,4,5,8,9,4,11
1,5,7,8,20,1,5
1,2,6,13,14,2,12
3,4,5,8,15,2,7
1,3,5,9,14,5,10
1,4,5,6,12,3,10
1,2,6,7,8,3,8
2,3,4,7,14,2,6
1,2,8,9,16,1,5
1,2,5,6,21,10,11
2,4,7,9,14,1,3
1,2,3,5,10,10,11
1,4,5,7,11,4,9
1,2,3,7,8,3,6
2,3,4,5,16,2,7
1,3,4,5,21,3,9
3,5,10,11,14,2,11
1,2,3,4,22,2,12
2,4,5,9,11,1,11
2,3,6,11,14,7,11
2,3,6,8,29,11,12
2,5,6,11,12,6,12
2,5,6,8,9,3,4
1,2,10,13,14,8,8
3,6,7,12,19,7,9
1,7,10,11,29,2,10
3,4,6,7,14,7,8
2,3,7,9,15,3,9
1,2,3,4,9,3,7
1,4,7,11,21,7,9
1,5,6,7,10,2,10
1,4,5,9,11,3,5
2,3,6,14,22,1,6
1,2,8,9,25,7,11
2,5,6,11,13,2,7
1,2,5,6,7,1,7
1,2,3,4,5,8,12
1,2,3,5,7,3,12
2,5,7,11,15,4,7
1,6,7,9,34,5,9
1,2,5,8,11,1,11
2,4,5,8,31,4,9
3,6,8,10,11,7,12
1,2,3,15,19,3,10
3,6,9,10,19,7,10
1,4,10,11,15,7,12
1,4,7,14,24,4,11
3,5,7,8,13,10,11
1,2,3,5,7,7,10
1,2,4,5,9,1,6
1,4,6,8,10,7,12
1,2,3,4,5,5,4
3,6,10,12,10,1,10
1,6,7,10,14,5,8
1,2,3,5,8,4,12
2,3,4,9,18,7,8
1,3,4,9,10,2,6
1,5,9,11,17,3,9
1,2,5,11,18,2,5
1,4,7,14,15,6,11
2,3,7,12,16,5,7
1,3,5,14,17,4,10
1,4,5,9,11,5,6
1,3,5,6,8,1,2
1,6,7,15,22,1,8
1,2,3,7,23,2,10
1,3,7,12,14,11,11
1,3,5,11,15,5,11
2,7,13,14,28,1,11
1,3,4,11,19,5,8
2,3,6,11,13,4,5
1,2,4,5,7,3,6
5,6,9,10,19,2,11
1,2,3,5,16,3,12
1,3,4,5,9,2,12
1,2,4,8,16,7,12
1,2,4,6,7,4,9
1,2,3,11,17,8,11
1,3,4,8,25,4,9
2,3,5,14,21,4,5
1,2,4,9,11,2,11
2,4,6,15,17,8,10
1,3,4,17,19,3,8
1,3,4,10,26,1,10
2,3,7,12,13,5,11
1,2,3,6,29,7,11
2,5,7,12,13,1,12
1,3,4,5,22,4,8
1,3,4,7,13,4,6
2,3,6,9,10,2,5
1,4,5,6,12,7,12
3,4,6,8,13,1,6
1,3,11,13,18,5,7
1,2,3,5,15,1,3
1,3,5,6,10,2,6
2,3,5,7,25,6,10
2,4,6,8,9,4,9
2,4,6,9,13,7,9
1,5,8,15,21,4,11
2,4,7,8,34,3,12
1,6,7,8,9,9,12
2,3,4,6,12,4,11
1,2,7,10,13,1,12
1,5,8,18,24,3,11
5,8,11,12,14,3,12
6,7,9,12,13,1,3
1,2,3,7,8,8,9
1,3,7,8,16,2,8
2,5,6,7,11,5,12
1,7,8,10,22,1,7
3,5,6,8,9,3,3
1,2,7,12,20,5,6
1,3,5,7,16,7,12
1,3,6,7,10,5,10
2,4,5,9,15,3,12
1,3,4,9,30,3,9
5,8,10,12,13,1,12
1,3,4,7,8,5,9
2,4,5,6,9,7,9
1,3,6,10,11,3,9
2,3,4,5,13,7,9
2,3,12,14,15,1,6
2,6,8,11,18,4,12
1,2,7,8,22,9,11
1,2,3,4,5,1,8
3,4,7,8,14,5,5
1,3,8,11,24,4,5
4,6,7,8,10,5,10
2,4,5,7,11,4,8
1,2,3,8,24,4,8
1,4,5,7,10,1,9
3,5,7,8,21,2,10
3,4,5,11,14,3,7
1,4,6,13,15,5,11
1,2,6,14,18,11,12
2,5,6,8,16,7,11
1,2,3,7,28,6,8
4,5,6,19,27,6,9
1,3,6,15,19,5,7
2,3,6,7,13,3,10
1,2,3,5,9,1,5
3,5,6,7,10,8,10
3,4,6,7,16,4,10
1,2,3,5,15,11,12
3,6,10,11,15,1,5
1,7,8,12,15,3,5
1,3,6,7,16,2,6
4,11,13,14,15,1,12
2,4,5,8,11,1,9
1,2,3,6,8,1,4
2,3,6,16,23,4,8
1,3,6,11,14,8,11
3,6,9,11,12,6,10
1,3,4,12,29,7,10
2,3,4,5,6,5,12
1,2,3,6,9,1,10
1,3,9,14,23,4,7
1,6,7,12,17,3,9
2,4,7,12,17,1,9
2,3,6,8,20,3,12
2,3,5,7,14,7,8
1,2,6,7,12,1,12
1,2,4,6,10,3,8
1,2,3,11,16,2,10
4,5,6,10,14,3,9
6,7,9,10,12,1,12
1,2,8,9,11,2,9
1,5,9,12,18,8,12
1,3,10,13,15,5,12
1,4,5,11,16,5,10
1,8,10,11,17,7,12
2,5,7,10,12,4,12
1,3,4,7,8,3,9
1,4,5,8,10,8,11
2,3,6,7,12,11,12
3,7,8,9,19,4,8
1,2,3,5,7,6,7
5,7,10,14,20,4,11
2,5,9,15,19,2,8
1,2,5,10,11,5,10
3,4,6,9,22,5,10
2,3,4,8,18,7,8
1,2,3,5,8,6,6
5,6,7,8,12,7,11
1,3,5,10,17,1,12
1,2,3,5,21,5,12
4,6,8,9,23,7,10
2,6,7,8,14,6,8
1,4,11,14,21,8,8
2,3,5,8,10,5,9
1,3,7,17,22,4,9
2,3,4,8,14,5,10
1,2,3,7,10,1,9
2,4,6,11,15,7,10
3,4,5,7,14,4,12
1,2,4,5,28,1,5
3,6,9,16,22,1,3
3,4,7,10,30,6,12
1,2,5,14,27,4,11
4,5,6,12,20,2,10
1,2,5,8,13,8,10
1,4,7,9,20,2,6
1,3,6,8,10,2,11
1,7,19,20,22,3,10
1,2,3,7,29,5,6
1,3,5,8,16,8,9
1,6,7,9,16,8,11
3,7,8,10,22,3,11
1,2,4,7,17,2,8
1,7,9,10,13,2,6
1,2,3,4,10,7,11
1,2,3,9,11,1,12
2,5,6,11,14,2,9
5,6,9,15,19,2,8
2,3,4,5,10,8,9
4,6,8,9,11,10,11
2,3,6,7,11,3,4
1,2,5,7,8,8,11
1,2,9,13,27,5,12
1,2,5,13,24,4,5
1,3,5,7,29,8,10
1,2,3,4,17,3,8
2,3,4,5,6,2,6
2,6,9,10,19,2,4
1,2,5,9,13,2,10
1,3,5,9,10,7,8
3,6,11,20,25,3,9
1,5,12,14,16,3,8
1,2,5,7,10,2,9
2,3,6,7,8,2,2
3,6,8,10,20,4,9
3,4,5,8,20,2,9
2,3,5,6,9,1,8
1,2,5,7,8,6,11
1,5,6,12,18,8,10
1,2,4,6,7,2,12
3,4,5,15,22,2,9
1,3,4,7,13,7,10
1,5,7,8,11,4,9
1,2,6,7,12,3,5
1,2,4,6,20,1,10
4,6,7,10,11,2,7
1,2,4,6,14,5,12
1,2,5,7,17,8,9
1,3,7,10,11,2,9
1,3,5,7,17,6,10
4,5,9,11,14,3,12
2,8,9,10,16,1,9
2,4,5,9,10,5,10
1,2,3,4,20,2,12
1,2,7,8,21,5,6
1,2,5,6,9,1,8
4,5,6,7,34,2,12
3,4,7,8,15,2,8
2,4,5,7,14,3,12
1,2,3,6,8,4,7
1,2,3,9,12,2,9
1,2,8,10,11,5,8
1,5,7,12,21,1,7
1,2,3,6,16,6,7
1,2,3,5,6,4,9
2,4,9,12,16,3,10
2,3,4,5,11,7,8
3,8,9,16,31,8,9
2,3,5,6,10,5,9
1,3,6,9,14,6,11
1,3,4,12,17,6,7
3,4,5,11,20,2,5
2,4,6,7,10,6,10
7,10,12,16,18,7,11
